課程代碼,課程名稱,教師,時間,教室
LG612A,英語聽講(二),廖恩崇,1-56,全人南棟302
LG612C,英語聽講(二),劉季音,1-DE,全人南棟401
LG612I,英語聽講(二),莊璧憶,1-FG,全人南棟402
LG801A,語文與修辭,黃瑞雯,1-78,工學314
LG023B,中級英語會話(二)A,陳姿君,2-12,教學305A
LG024B,中級英語會話(二)B,陳姿君,2-34,教學305A
LG157B,文學作品導讀(二),張金櫻,2-78,全人南棟303
LG172B,英文文法與句型練習(二)A,林慧茹,2-34,教學315A
LG173B,英文文法與句型練習(二)B,林慧茹,3-12,教學315A
LG175B,英文文法與句型練習(二)C,歐怡君,3-12,教學305A
LG250B,語言學概論(二),王乾安,4-78,全人南棟303
LG514B,跨文化溝通,韓震緯,4-56,教學305B
LG603I,德語(二),邱智銘,1-34,教學801
LG610B,英文(二),許婷婷,4-234,教學805
LG6126,英語聽講(二),劉季音,1-FG,全人南棟401
LG612B,英語聽講(二),歐怡君,1-78,全人南棟301
LG726B,運算思維與程式設計,賴錦慧,1-34,教學708
LG801B,語文與修辭,黃瑞雯,1-56,工學313
LG138T,論文, ,,
LG569T,逐步口譯,張品羚,2-CD,全人南棟502
LG571T,雙邊聯絡口譯,張品羚,5-56,全人南棟507
LG589T,口說教學與評量研究,鄭秀彬,1-78,全人南棟507
LG043D,德語文法(四),邱智銘,4-78,全人南棟308
LG044D,德語會話(四),陸夢蓮,2-12,教學315B
LG047D,日語文法(四),陳岐理,3-56,教學305B
LG048D,日語會話(四),陳岐理,5-34,教學805
LG051D,法語文法(四),張彣卉,5-34,全人南棟203
LG052D,法語會話(四),阿樂蹦貴妃,2-78,全人南棟203
LG055D,西語文法(四),陳怡伶,5-34,教學810
LG056D,西語會話(四),恩里格,2-12,全人南棟502
LG229D,句法學,王乾安,5-56,全人南棟303
LG252D,中英翻譯(二),李姿儀,2-56,教學315A
LG286D,中高級英語會話(二)A,賀彥豪,1-34,全人南棟203
LG287D,中高級英語會話(二)B,許婷婷,3-78,全人南棟618
LG288D,英文文法與寫作(二)A,廖恩崇,3-78,全人南棟308
LG289D,英文文法與寫作(二)B,陳思諭,3-12,全人南棟308
LG240E,外語習得,劉蕙君,2-34,全人南棟303
LG269E,視譯入門,張品羚,1-56,全人南棟502
LG286E,中高級英語會話(二)A,羅傑中,1-34,全人南棟308
LG287E,中高級英語會話(二)B,羅傑中,1-78,全人南棟308
LG288E,英文文法與寫作(二)A,王乾安,3-78,全人南棟203
LG289E,英文文法與寫作(二)B,韓震緯,1-34,全人南棟303
LG045G,德語文法(六),陸夢蓮,3-78,全人南棟502
LG046G,德語會話(六),陸夢蓮,2-34,教學315B
LG049G,日語文法(六),張暖彗,3-78,教學315B
LG050G,日語會話(六),陳岐理,5-56,教學805
LG053G,法語文法(六),張彣卉,5-56,全人南棟203
LG054G,法語會話(六),阿樂蹦貴妃,2-34,全人南棟409
LG057G,西語文法(六),陳怡伶,5-56,教學810
LG058G,西語會話(六),恩里格,2-34,全人南棟502
LG294G,兒童美語教學,廖恩崇,2-B56,全人南棟303
LG367G,高級英語會話(二)A,歐怡君,1-56,全人南棟203
LG368G,高級英語會話(二)B,廖恩崇,1-12,全人南棟502
LG374G,文學與電影,張金櫻,4-34,全人南棟203
LG386G,實用英文,羅傑中,5-34,全人南棟303
LG406G,電腦輔助語言教學,陳正婷,1-78,科學B06
LG580G,雙語教學實務專題,林慧茹,4-78,全人南棟203
LG619G,展場英語,呂介夫,3-56,全人南棟303
LG620G,TED演說技巧, ,4-34,全人南棟502
LG297H,翻譯實習實務,吳碩禹,3-34,全人南棟502
LG331H,逐步口譯二,蔣宜庭,2-78,全人南棟502
LG344H,跟述法與同步口譯入門,張品羚,2-56,全人南棟502
LG367H,高級英語會話(二)A,劉蕙君,1-12,全人南棟308
LG368H,高級英語會話(二)B,劉蕙君,1-56,全人南棟308
LG621H,基礎譯後編輯,馬曉鈴,4-56,教學805
LG622H,人工智慧輔助翻譯,吳碩禹,3-12,全人南棟502
LG623H,AI與行銷翻譯, ,4-12,全人南棟502
LG215L,構詞學,王乾安,4-56,全人南棟303
LG405L,語言測驗與評量,劉蕙君,4-34,教學305A
LG441I,Live ABC就業學程實習,陳正婷,,
LG467L,餐飲英語,陳思諭,3-78,全人南棟303
LG703I,英檢加強班,彭怡婷,1-78,教學805
LG207M,影視翻譯,羅芸芳,1-56,全人南棟303
LG290M,兒童戲劇,張金櫻,2-34,全人南棟203
LG481M,AI與語言應用,李振偉,5-12,教學709
PR021R,公益社會學,康克,4-234,全人南棟721
PR534R,釋經講道學,歐力仁,2-678,全人南棟721
PR585R,聖經神學,黃正人,4-567,全人南棟721
PR623R,教牧與實踐,李信毅,2-234,全人南棟710
PR713R,約翰著作,王學晟,1-678,全人南棟721
PR501r,神學基本問題研討,歐力仁,1-DEF,全人南棟721
PR507r,基督教與中國文化,吳昶興,3-DEF,全人南棟721
PR650r,聖經研究,王學晟,4-DEF,全人南棟721
PR802r,AI與量子時代的神學,謝品然,2-DEF,全人南棟721
PR803r,十二先知書, ,5-DEF,全人南棟721
PR138T,論文, ,,
PR138t,論文, ,,
TA031R,學習科學專題,吳昱鋒,2-8CD,全人南棟409
TA052r,教育數據視覺化專題, ,3-DEF,全人南棟417
TA054r,人際歷程取向與輔導實務,杜淑芬,3-DEF,全人南棟415
TA117r,教育政策分析專題, ,2-DEF,全人南棟417
TA149r,質性研究與資料分析,杜淑芬,1-DEF,全人南棟409
TA161r,量化研究與資料分析,楊慶麟,1-DEF,科學B06
TA178r,諮商技術實務與研究,黎欣怡,3-DEF,全人南棟409
TA192r,人工智慧與教學研究 ,林俊閎,3-DEF,全人南棟405
TA199r,國際學校理論與實務,邱玉蟾,4-DEF,全人南棟417
TA016T,多元文化教育專題,簡志峰,1-8CD,全人南棟418
TA138T,論文, ,,
TA191T,領域教學專題研究 ,吳昱鋒,4-8CD,全人南棟418
TA053t,性別與情愛關係輔導,黎欣怡,4-DEF,全人南棟409
TA138t,論文, ,,
TA186t,跨領域教育研究,簡志峰,4-DEF,全人南棟405
TA188t,學習與教學領導研究,楊慶麟,2-DEF,全人南棟405
TA207t,親師溝通與家庭諮詢,杜淑芬,2-DEF,全人南棟415
CL542R,華語文教材教法研究,彭妮絲,1-567,全人北棟341
CL577R,華語文教學設計研究,王贊育,4-567,全人北棟341
CL085A,教育心理學,王贊育,2-78,科學812
CL102A,華語語音學,張玲瑛,4-12,全人南棟108
CL132A,漢語語言學概論(二),張玲瑛,5-34,全人南棟108
CL215A,華語詞彙學,柳玉芬,1-56,全人南棟202
CL216A,現代文學史,陳麗宇,5-56,全人南棟108
CL610A,英文(二),張若妍,4-56,教學415A
CL612A,英語聽講(二),陳姿君,3-CD,全人南棟401
CL726A,運算思維與程式設計,廖宜瑤,1-12,管理101
CL801A,語文與修辭,向鴻全,2-34,教學812
CL085B,教育心理學,王贊育,2-56,科學812
CL102B,華語語音學,張玲瑛,4-34,全人南棟108
CL214B,華語文教學導論,歐德芬,2-78,全人南棟108
CL215B,華語詞彙學,柳玉芬,1-78,全人南棟202
CL216B,現代文學史,陳麗宇,5-78,全人南棟108
CL6101,英文(二),龐美華,4-56,教學315A
CL6106,英文(二),施嘉琪,4-56,懷恩201
CL610B,英文(二),鍾夙怡,4-56,懷恩106
CL610C,英文(二),張俶真,4-56,教學305A
CL612B,英語聽講(二),荊行倫,2-34,全人南棟402
CL726B,運算思維與程式設計,廖宜瑤,2-12,管理101
CL801B,語文與修辭,張孝慧,3-78,懷恩205
CL138T,論文, ,,
CL444T,華語文教學實習(一),柳玉芬,,
CL445T,華語文教學實習(二),柳玉芬,,
CL447T,華語文教學實習(三),柳玉芬,,
CL448T,華語文教學實習(四),柳玉芬,,
CL573T,華語文教學專題,陳麗宇,3-678,全人北棟341
CL113D,中國文學史(二),呂淳鈺,5-12,全人南棟108
CL218D,史傳散文選讀(一),葉嘉中,5-56,科學812
CL220D,現代文學欣賞及習作,蔡幸娟,3-56,全人南棟202
CL240D,華語文遠距教學,廖宜瑤,2-CD,全人南棟108
CL311D,華語文教材教法 (二),歐德芬,1-56,全人南棟108
CL327D,第二外語會話(日語二),柯惟惟,5-78,全人南棟202
CL335D,第二外語會話(西語二),陳怡伶,5-78,全人南棟204
CL343D,新聞採訪與寫作,胡清暉,2-34,懷恩206
CL422D,古代漢語,黃郁婷,3-78,全人南棟108
CL514D,跨文化溝通,呂淳鈺,1-34,科學812
CL702D,實用英文（二）,施雅婷,4-56,全人南棟108
CL113E,中國文學史(二),梁竣瓘,5-34,全人南棟202
CL130E,文學概論,蔡幸娟,3-78,全人南棟202
CL240E,華語文遠距教學,廖宜瑤,3-CD,全人南棟108
CL243E,俄羅斯語言與文化進階 ,耿華,3-78,懷恩203
CL244E,華語正音(二),張玲瑛,3-56,全人南棟108
CL308E,諸子散文選讀,葉嘉中,5-78,科學812
CL311E,華語文教材教法 (二),歐德芬,1-78,全人南棟108
CL320E,第二外語會話(韓語二),李伶美,4-34,全人南棟204
CL414E,第二外語會話(泰語二),張君松,1-12,全人南棟204
CL422E,古代漢語,彭妮絲,1-34,全人南棟202
CL514E,跨文化溝通,呂淳鈺,1-12,科學812
CL702E,實用英文（二）,施雅婷,4-34,全人南棟202
CL206G,臺灣文學史,梁竣瓘,5-12,全人南棟202
CL239G,文選及習作,葉嘉中,3-567,科學812
CL315G,畢業專題(一), ,,
CL336G,第二外語會話(泰語四),張君松,1-34,全人南棟204
CL348G,第二外語會話(德語四),邱智銘,4-56,全人南棟308
CL349G,第二外語會話(西語四),李郁錦,3-78,全人南棟204
CL357G,海外華人文學,陳麗宇,4-78,全人南棟108
CL402G,華語文測驗與評量,李郁錦,2-56,全人南棟202
CL409G,會話與聽力教學法,王贊育,1-56,科學812
CL417G,第二語言教學法,施雅婷,5-34,科學812
CL426G,第二外語會話(韓語四),李伶美,4-56,全人南棟202
CL517G,第二語言習得,施雅婷,2-34,全人南棟108
CL004H,多元文化教育,彭妮絲,2-78,全人南棟202
CL128H,互動式華語教材設計,廖宜瑤,5-234,管理101
CL205H,國學概論,許從聖,5-34,
CL309H,華語課程與教學設計,李郁錦,4-34,教學509
CL313H,詞曲賞析(二),許瑞哲,4-56,教學402
CL315H,畢業專題(一), ,,
CL316H,華語文教材編寫,梁竣瓘,1-34,全人南棟108
CL324H,華語語法教學,柳玉芬,4-78,全人南棟202
CL331H,第二外語會話(日語四),梁竣瓘,1-56,全人南棟204
CL358H,第二外語會話越南語四,盧家滿,5-78,全人北棟341
CL402H,華語文測驗與評量,李郁錦,2-34,全人南棟202
CL442H,華語文數位專案企畫,連育仁,4-123,
CL517H,第二語言習得,施雅婷,2-56,全人南棟108
CL821L,口語溝通表達,葛健生,2-34,科學812
CL430M,實習與進階技能課程,廖宜瑤,,
CL444M,華語文教學實習(一),柳玉芬,,
CL445M,華語文教學實習(二),柳玉芬,,
CL447M,華語文教學實習(三),柳玉芬,,
CL448M,華語文教學實習(四),柳玉芬,,
HE317L,錄音實習(二),景秉仁,,
PF000A,自然科學與人工智慧導論,廖宜瑤,1-56,教學705
PF111A,商務華語入門,廖婉君,5-56,全人南棟204
PF1176,臺灣與世界,童昱綺,5-34,教學518
PF117A,臺灣與世界,安梓涵,5-34,全人南棟204
PF1236,綜合華語(二)語言與生命,黃郁婷,1-234,全人南棟618
PF123A,綜合華語(二)語言與生命,許琇婷,1-234,資管103
PF1246,綜合華語(二)語言與思維,童昱綺,4-234,教學315B
PF124A,綜合華語(二)語言與思維,安梓涵,4-234,教學315A
PF1316,實用華語(一),蔡娉婷,1-78,教學315A
PF131A,實用華語(一),蔡娉婷,1-CD,教學315A
PF132A,實用華語(二),黃子庭,2-CD,教學405B
PF133A,實用華語(三),黃子庭,4-78,全人南棟204
PF134A,實用華語(四),謝宜真,2-78,教學405A
PF141A,華語檢定技巧(一),張紋娟,5-78,懷恩201
PF142A,華語檢定技巧(二),張紋娟,1-78,教學305B
PF143A,實用華語(十一),安梓涵,2-CD,教學415A
PF1446,實用華語會話(一),謝宜真,2-56,教學405A
PF144A,實用華語會話(一),嚴巧伃,3-CD,教學415A
PF145A,實用華語會話(二),嚴巧伃,1-CD,教學308
PF147A,實用華語寫作(二),廖婉君,3-56,全人南棟203
PF148A,商務華語會話(一),黃郁婷,1-56,教學611
PF148A,商務華語會話(一),許琇婷,1-56,教學611
PF2806,倫理與現代生活,安梓涵,3-12,全人南棟108
PF280A,倫理與現代生活,許琇婷,3-12,全人南棟202
PF392A,台灣政治與民主,黃郁婷,2-56,全人南棟204
PF457A,文化思想史,柳玉芬,3-56,全人南棟204
PF457A,文化思想史,黃郁婷,3-56,全人南棟204
PF457A,文化思想史,張彣卉,3-56,全人南棟204
PF457A,文化思想史,張孝慧,3-56,全人南棟204
PF610A,英文(二),李姿儀,4-78,懷恩207
PF612A,英語聽講(二),李姿儀,5-56,全人南棟402
PF801A,語文與修辭,羅芸芳,4-56,全人南棟203
MU039R,流行音樂填詞創作,樓南蔚,1-34,全人南棟409
MU041R,器樂演奏(一),張浩,,
MU042R,器樂演奏(二),張浩,,
MU502R,樂器設計工程(二),陳錦棠,4-234B,陸華106
MU502R,樂器設計工程(二),汪正榮,4-234B,陸華106
MU502R,樂器設計工程(二),張浩,4-234B,陸華106
MU511R,樂器設計思維(二),張浩,2-23,陸華302
MU526R,數位影片製作(二),邱智信,3-678,工學B12
MU528R,表演場域學(二),羅明芳,,
MU530R,表演場域學實務(二),羅明芳,,
MU537R,樂器設計創客實務(二),張浩,2-4,陸華302
MU556R,數位音樂製作(二)A,尤景仰,4-678,全人南棟309
MU557R,數位音樂製作(二)B,詹凌駕,,
MU043T,器樂演奏(三),陳文婉,,
MU044T,器樂演奏(四),陳文婉,,
MU138T,論文, ,,
MU508T,樂器設計工程製作(二),張浩,4-78CD,陸華106
MU508T,樂器設計工程製作(二),汪正榮,4-78CD,陸華106
MU508T,樂器設計工程製作(二),陳錦棠,4-78CD,陸華106
MU558T,數位音樂製作(四)A,尤景仰,4-DEF,全人南棟309
MU559T,數位音樂製作(四)B,戴維雄,5-567,全人南棟309
MU560T,畢業展演製作(二),陳文婉,3-DE,全人南棟309
MU561T,畢業展演製作實務(二),陳文婉,3-F,全人南棟309
ST318L,機率與統計, ,4-678C,
ST503L,人工智慧倫理, ,2-78C,教學401
ST480R,深度學習, ,4-B56,
ST504R,生成式人工智慧的人文導論, ,5-34B,教學611
ST506R,機器導航與探索, ,1-DEFG,教學301
ST512R,智慧製造執行系統, ,1-678,
ST513R,大型語言模型與資訊安全系統, ,1-234B,
ST514R,生成式AI應用系統與工程, ,3-678,
UP000A,自然科學與人工智慧導論,劉天倫,3-56,教學412
UP004A,普通物理(二),溫文鈺,1-34,懷恩205
UP047A,經濟學, ,5-678,
UP047B,經濟學, ,1-234,
UP060A,微積分(下),曾筠茜,1-78,懷恩106
UP067C,成本會計, ,1-234,
UP2436,計算機概論(二),賴建宏,1-6,科學B06
UP243A,計算機概論(二),賴建宏,2-78,教學715
UP245C,工作研究, ,3-8C,
UP290C,工作研究實驗, ,4-56,
UP316A,工程數學(一),許大偉,2-34,教學810
UP574A,生涯規劃, ,5-78,
UP610A,英文(二),賀彥豪,4-CD,教學405B
UP612A,英語聽講(二),羅芸芳,3-78,全人南棟401
UP801A,語文與修辭,林芬芳,5-34,教學618
UP106D,管理概論, ,5-DEF,
UP141F,心理學, ,5-123,
UP184D,工程經濟, ,5-234,
UP184E,工程經濟, ,4-567,
UP291D,電子實驗 (一),吳章銘,3-B56,電學B06
UP3187,FPGA晶片設計導論, ,2-78C,
UP323F,生產計劃與管制實驗, ,4-78,
UP394D,機率與統計(二), ,2-6,
UP394E,機率與統計(二), ,2-78,
UP394F,機率與統計(二), ,2-34,
UP403D,綠色電力原理與實驗, ,4-78C,
UP424F,工程圖學, ,2-12,
UP426D,人因工程, ,1-123,
UP426E,人因工程, ,5-567,
UP441D,電力系統, ,5-234,
UP441E,電力系統, ,2-234,
UP515D,物件導向程式設計,阮氏青安,5-234,懷恩204
UP630D,電路學(二),張俊明,4-EFG,教學510
UP702D,實用英文（二）,吳自蓉,1-56,教學415A
UP010G,專題製作(一),莊家翔,,
UP106G,產業創新與前瞻科技導論, ,2-78C,
UP161G,電磁學, ,1-234,
UP161H,電磁學, ,2-234,
UP170G,程式語言,阮氏青安,2-567,教學402
UP305H,醫務管理, ,3-EFG,
UP306G,網路安全概論與實務, ,5-567,
UP307G,Matlab程式設計, ,1-8CD,
UP312K,資訊產品製造管理, ,2-234,
UP317G,作業研究(下), ,4-234,
UP317H,作業研究(下), ,4-234,
UP317K,作業研究(下), ,4-234,
UP321G,工程數學(三), ,3-567,
UP327G,高等控制工程原理與電腦實驗, ,4-78C,
UP332G,數位系統, ,5-567,
UP350G,數位通信, ,1-78C,
UP388G,電磁學(二), ,4-567,
UP390K,品質管制實驗, ,3-12,
UP399G,半導體物理, ,4-234,
UP403G,設施規劃, ,3-567,
UP403H,設施規劃, ,2-678,
UP404G,設施規劃實驗, ,2-CD,
UP404H,設施規劃實驗, ,1-CD,
UP415G,通訊實驗, ,5-234,
UP428G,專案管理, ,2-678,
UP431H,電腦整合製造, ,4-567,
UP433K,決策分析, ,3-567,
UP439H,物流系統, ,5-234,
UP441G,產業政策及企業策略, ,1-78C,
UP463G,智慧控制與製造技術, ,3-678,
UP499G,國際化創新研討實務, ,4-8,
UP508K,全球運籌管理, ,2-678,
UP529H,人工智慧實務應用, ,2-EFG,
UP529K,科技管理, ,4-567,
UP569G,Java物件導向程式設計, ,2-DEF,
UP582K,視覺系統, ,1-8CD,
UP607G,服務業品質管理, ,3-8CD,
UP695K,職場領導微功夫, ,5-78,
UP796G,演算法分析,阮氏青安,3-78C,教學509
UP801G,智慧電網導論, ,3-EFG,
UP020L,專題製作(二),盧鑫理,,
UP190L,數位影像處理, ,1-234,
UP322L,電機機械, ,4-EFG,
UP348L,高速數位電路訊號完整性, ,1-78C,
UP452L,微電子構裝工程導論, ,5-567,
UP454L,問題分析與解決, ,4-567,
UP497L,半導體封裝製造管理, ,1-678,
UP805L,機械手臂PBL專題實作, ,2-678,
UP819L,半導體封裝暨系統級封裝基板設計, ,1-234,
WD003A,普通物理(一),范文維,1-567,懷恩203
WD107A,微積分(二),林余昭,2-34,懷恩101
WD144A,普通物理實驗(一),范文維,2-567,
WD243A,計算機概論(二),夏延德,3-567,電學B01
WD731A,環境藝術,魏立心,5-567,教學409
WD807A,電路學(一),蔡東昇,2-12,教學315A
WD203D,電路學(二),涂淑惠,3-12,教學510
WD204D,微處理機,康振方,2-5678,電學B06
WD318D,機率與統計,林余昭,1-34,懷恩106
WD396D,全球化大議題,謝尚伯,5-CDE,教學305A
WD398D,訊號與系統,游仁德,2-34,教學512
WD488D,工程倫理,鄧治東,4-234,教學305B
IC000A,自然科學與人工智慧導論,查怡,5-56,教學408
IC060A,微積分(下),林余昭,1-5,懷恩105
IC164A,近代物理,陳志宇,1-123,工學115
IC243A,計算機概論(二),胡筱薇,4-567,教學709
IC386A,線性代數,陳毓豪,2-234,懷恩203
IC610A,英文(二),陳思諭,5-34,懷恩203
IC612A,英語聽講(二),陳佩萱,2-78,全人南棟401
IC801A,語文與修辭,林麗裡,4-12,教學618
IC201D,物聯網系統設計,陳永祥,2-234,電學B01
IC317D,工程數學(二),陳志宇,4-678,懷恩206
IC398D,訊號與系統,陳志宇,3-567,懷恩103
IC474D,演算法,查怡,4-5,懷恩203
IC485D,人工智慧概論,張晏瑞,1-234,教學709
IC640D,資料探勘,陳毓豪,5-234,電學B01
IC702D,實用英文（二）,馮聲福,1-56,教學305A
IC789D,量子物理(二),黃琮暐,4-234,教學402
IC301G,數據與運算講座(一),查怡,2-5,電學講
IC301G,數據與運算講座(一),張慶瑞,2-5,電學講
IC305G,專題實作(一),查怡,,
IC306G,遊戲人工智慧,陳永祥,1-678,領航211
IC402G,量子計算平台實作,黃琮暐,2-678,教學312
IC480G,深度學習,陳永祥,3-567,教學705
IC513G,社群網路分析,胡筱薇,4-234,懷恩207
IC665G,商業智慧,張晏瑞,5-234,懷恩206
IC418L,企業實習(一),廖裕評,,
CQ401R,古典量子混和演算法,陳志宇,2-234,領航211
CQ456R,自然語言處理,陳毓豪,2-567,領航211
CQ480R,深度學習,張晏瑞,4-678,領航211
CQ481R,書報討論（一）,查怡,3-5,領航211
CQ501R,複雜網絡分析,胡筱薇,5-234,領航211
CQ502R,量子電腦,黃琮暐,1-234,領航211
CQ508R,人工智慧與量子計算應用,謝銘峰,5-B56,領航211
CQ138T,論文, ,,
CQ491T,書報討論（二）,陳毓豪,3-6,領航211
